SVCCD,Description,CPT,Gross Charge,As of Date,DISCOUNTED CASH PRICE INPATIENT,DISCOUNTED CASH PRICE OUTPATIENT,DE-IDENTIFIED MIN,DE-IDENTIFIED MAX,Premera Blue Cross of AK - All Plans ,Premera Blue Cross of AK - CHS Employees - All Plans ,Aetna HMO PPO POS - All Plans ,Aetna AK Care (State) HMO PPO POS - All Plans ,Pacific Health Coalition PPO - All Plans ,United Healthcare PPO POS - All Plans ,Cigna PPO - All Plans ,MODA PPO - All Plans ,Multiplan PPO - All Plans 
1214720,INJ VONWILLEB FAC IU,J7187,5,2/13/2023,2.5,1.5,2.295,4.695,2.43,2.295,3.505,3.37,2.83,3.335,3.595,3.735,4.695
1218419,CLONAZEPAM 1MG TAB,,11,2/13/2023,5.5,3.3,5.049,10.329,5.346,5.049,7.711,7.414,6.226,7.337,7.909,8.217,10.329
1215473,PEGFILGRAS 0.5MG INJ,J2506,1869,2/13/2023,934.5,560.7,857.871,1754.991,908.334,857.871,1310.169,1259.706,1057.854,1246.623,1343.811,1396.143,1754.991
1314455,PYRUVATE,84210,75,2/13/2023,37.5,22.5,34.425,70.425,36.45,34.425,52.575,50.55,42.45,50.025,53.925,56.025,70.425
1218184,POLYETH GLY 3350 PKT,,11,2/13/2023,5.5,3.3,5.049,10.329,5.346,5.049,7.711,7.414,6.226,7.337,7.909,8.217,10.329
1610053,SP-SCRM COCCYX 2V DR,72220,720,2/13/2023,360,216,330.48,676.08,349.92,330.48,504.72,485.28,407.52,480.24,517.68,537.84,676.08
1061553,S-PERC REPOS VAD IMG,SURG,2942,2/13/2023,1471,882.6,1350.378,2762.538,1429.812,1350.378,2062.342,1982.908,1665.172,1962.314,2115.298,2197.674,2762.538
1913259,IV THERAPY DX 1 HR,96365,1038,2/13/2023,519,311.4,476.442,974.682,504.468,476.442,727.638,699.612,587.508,692.346,746.322,775.386,974.682
1413089,CATHETER INTRASPINAL,C1755,52,2/13/2023,26,15.6,23.868,48.828,25.272,23.868,36.452,35.048,29.432,34.684,37.388,38.844,48.828
1061531,IC-TRL PERI ATH AORT,SURG,56652,2/13/2023,28326,16995.6,26003.268,53196.228,27532.872,26003.268,39713.052,38183.448,32065.032,37786.884,40732.788,42319.044,53196.228
1815060,ESTM UNAT A30 DY PTA,G0281,347,2/13/2023,173.5,104.1,159.273,325.833,168.642,159.273,243.247,233.878,196.402,231.449,249.493,259.209,325.833
1050029,NI-EXT ARTERIAL LTD,93922,561,2/13/2023,280.5,168.3,257.499,526.779,272.646,257.499,393.261,378.114,317.526,374.187,403.359,419.067,526.779
1210825,IMMU GLOB LYO 500MG,J1566,250,2/13/2023,125,75,114.75,234.75,121.5,114.75,175.25,168.5,141.5,166.75,179.75,186.75,234.75
1631534,CTA-CHEST,71275,7169,2/13/2023,3584.5,2150.7,3290.571,6731.691,3484.134,3290.571,5025.469,4831.906,4057.654,4781.723,5154.511,5355.243,6731.691
1641033,MRA-ABDOMEN WWO,C8902,4555,2/13/2023,2277.5,1366.5,2090.745,4277.145,2213.73,2090.745,3193.055,3070.07,2578.13,3038.185,3275.045,3402.585,4277.145
1217339,CLONAZEPAM 0.5MG TAB,,11,2/13/2023,5.5,3.3,5.049,10.329,5.346,5.049,7.711,7.414,6.226,7.337,7.909,8.217,10.329
1215240,TOCILIZUMAB 1MG INJ,Q0249,21,2/13/2023,10.5,6.3,9.639,19.719,10.206,9.639,14.721,14.154,11.886,14.007,15.099,15.687,19.719
1719002,BEHAV CHG SMOKE U 10,99406,119,2/13/2023,59.5,35.7,54.621,111.741,57.834,54.621,83.419,80.206,67.354,79.373,85.561,88.893,111.741
1219807,PEN-VK250MG/5ML 100M,,41,2/13/2023,20.5,12.3,18.819,38.499,19.926,18.819,28.741,27.634,23.206,27.347,29.479,30.627,38.499
1710945,PULSE OX OVERNIGHT,94762,1058,2/13/2023,529,317.4,485.622,993.462,514.188,485.622,741.658,713.092,598.828,705.686,760.702,790.326,993.462
1317050,MTHFR GENE ANALY CV,81291,367,2/13/2023,183.5,110.1,168.453,344.613,178.362,168.453,257.267,247.358,207.722,244.789,263.873,274.149,344.613
1110841,PAIN MGMT IN PROC L1,SURG,1928,2/13/2023,964,578.4,884.952,1810.392,937.008,884.952,1351.528,1299.472,1091.248,1285.976,1386.232,1440.216,1810.392
1217016,ATORVASTATIN 10MG TB,,11,2/13/2023,5.5,3.3,5.049,10.329,5.346,5.049,7.711,7.414,6.226,7.337,7.909,8.217,10.329
1314967,"HEPATITIS C,RNA,AMPP",87521,1165,2/13/2023,582.5,349.5,534.735,1093.935,566.19,534.735,816.665,785.21,659.39,777.055,837.635,870.255,1093.935
1210752,VIT D3 1000UNT TAB,,11,2/13/2023,5.5,3.3,5.049,10.329,5.346,5.049,7.711,7.414,6.226,7.337,7.909,8.217,10.329
1414475,CONN TISSUE HUMAN 1,C1762,2995,2/13/2023,1497.5,898.5,1374.705,2812.305,1455.57,1374.705,2099.495,2018.63,1695.17,1997.665,2153.405,2237.265,2812.305
1217467,ISOPROTER.2MG/ML 5ML,,720,2/13/2023,360,216,330.48,676.08,349.92,330.48,504.72,485.28,407.52,480.24,517.68,537.84,676.08
1221149,SOD CHLOR .9% 50ML,,182,2/13/2023,91,54.6,83.538,170.898,88.452,83.538,127.582,122.668,103.012,121.394,130.858,135.954,170.898
1314430,"PORPHYRINS,UR,QUAN",84120,184,2/13/2023,92,55.2,84.456,172.776,89.424,84.456,128.984,124.016,104.144,122.728,132.296,137.448,172.776
1314786,PROTEIN C ACTIVATED,85307,101,2/13/2023,50.5,30.3,46.359,94.839,49.086,46.359,70.801,68.074,57.166,67.367,72.619,75.447,94.839
1410002,OTH STER SUPP LVL 2,,810,2/13/2023,405,243,371.79,760.59,393.66,371.79,567.81,545.94,458.46,540.27,582.39,605.07,760.59
1414633,GUIDEWIRE LEVEL 9,C1769,11234,2/13/2023,5617,3370.2,5156.406,10548.726,5459.724,5156.406,7875.034,7571.716,6358.444,7493.078,8077.246,8391.798,10548.726
1315339,ANCA SCREEN EACH AB,86036,457,2/13/2023,228.5,137.1,209.763,429.123,222.102,209.763,320.357,308.018,258.662,304.819,328.583,341.379,429.123
1217899,SEVELAMER 800MG TAB,,37,2/13/2023,18.5,11.1,16.983,34.743,17.982,16.983,25.937,24.938,20.942,24.679,26.603,27.639,34.743
1217100,TAMSULOSIN 0.4MG CAP,,18,2/13/2023,9,5.4,8.262,16.902,8.748,8.262,12.618,12.132,10.188,12.006,12.942,13.446,16.902
1314666,CMV AB,86644,146,2/13/2023,73,43.8,67.014,137.094,70.956,67.014,102.346,98.404,82.636,97.382,104.974,109.062,137.094
1316611,ALCOHOLS MS,80320,61,2/13/2023,30.5,18.3,27.999,57.279,29.646,27.999,42.761,41.114,34.526,40.687,43.859,45.567,57.279
1621561,US-ABD RETROPER DPLX,93976,1326,2/13/2023,663,397.8,608.634,1245.114,644.436,608.634,929.526,893.724,750.516,884.442,953.394,990.522,1245.114
1865200,COG SKL DV INI15 OT,97129,265,2/13/2023,132.5,79.5,121.635,248.835,128.79,121.635,185.765,178.61,149.99,176.755,190.535,197.955,248.835
1623869,S-BIOPSY NECK/CHEST,SURG,5727,2/13/2023,2863.5,1718.1,2628.693,5377.653,2783.322,2628.693,4014.627,3859.998,3241.482,3819.909,4117.713,4278.069,5377.653
1414350,CATH-DRAINAG LEVEL 1,C1729,316,2/13/2023,158,94.8,145.044,296.724,153.576,145.044,221.516,212.984,178.856,210.772,227.204,236.052,296.724
1314897,VIRUS INOCU SHELL VI,87254,217,2/13/2023,108.5,65.1,99.603,203.763,105.462,99.603,152.117,146.258,122.822,144.739,156.023,162.099,203.763
1314408,OXALATE,83945,115,2/13/2023,57.5,34.5,52.785,107.985,55.89,52.785,80.615,77.51,65.09,76.705,82.685,85.905,107.985
1217433,HYDROXYZINE 10MG TAB,,11,2/13/2023,5.5,3.3,5.049,10.329,5.346,5.049,7.711,7.414,6.226,7.337,7.909,8.217,10.329
1219577,SULFA40-TMP8MG/ML20M,,38,2/13/2023,19,11.4,17.442,35.682,18.468,17.442,26.638,25.612,21.508,25.346,27.322,28.386,35.682
1316441,HLA CLASS 2 SQT PNL,86835,1809,2/13/2023,904.5,542.7,830.331,1698.651,879.174,830.331,1268.109,1219.266,1023.894,1206.603,1300.671,1351.323,1698.651
1214534,ADRENL/EPINEP 0.1MG,J0171,5,2/13/2023,2.5,1.5,2.295,4.695,2.43,2.295,3.505,3.37,2.83,3.335,3.595,3.735,4.695
7218043,LOCM 300-399MG/ML 1M,Q9967,5.3,2/13/2023,2.65,1.59,2.4327,4.9767,2.5758,2.4327,3.7153,3.5722,2.9998,3.5351,3.8107,3.9591,4.9767
1623793,S-ASP/INJ RENL CYST,SURG,1938,2/13/2023,969,581.4,889.542,1819.782,941.868,889.542,1358.538,1306.212,1096.908,1292.646,1393.422,1447.686,1819.782
7211955,METHACHOLI INH 100MG,,360,2/13/2023,180,108,165.24,338.04,174.96,165.24,252.36,242.64,203.76,240.12,258.84,268.92,338.04
1218916,CYANOCOBA 1000MCG TB,,11,2/13/2023,5.5,3.3,5.049,10.329,5.346,5.049,7.711,7.414,6.226,7.337,7.909,8.217,10.329
1217652,FAMOTIDINE 20MG TAB,,11,2/13/2023,5.5,3.3,5.049,10.329,5.346,5.049,7.711,7.414,6.226,7.337,7.909,8.217,10.329
1314629,"T CELLS, TOTAL",86359,261,2/13/2023,130.5,78.3,119.799,245.079,126.846,119.799,182.961,175.914,147.726,174.087,187.659,194.967,245.079
1061916,IR-ANG PULMONARY UNI,75741,13437,2/13/2023,6718.5,4031.1,6167.583,12617.343,6530.382,6167.583,9419.337,9056.538,7605.342,8962.479,9661.203,10037.439,12617.343
1212547,ROPIVACAINE 1MG INJ,J2795,0.9,2/13/2023,0.45,0.27,0.4131,0.8451,0.4374,0.4131,0.6309,0.6066,0.5094,0.6003,0.6471,0.6723,0.8451
1314088,BLD TYPING RH PHENO,86906,267,2/13/2023,133.5,80.1,122.553,250.713,129.762,122.553,187.167,179.958,151.122,178.089,191.973,199.449,250.713
1315089,CAPILLARY PUNCTURE,36416,60,2/13/2023,30,18,27.54,56.34,29.16,27.54,42.06,40.44,33.96,40.02,43.14,44.82,56.34
1217106,TERBINAFIN 1% CR12GM,,46,2/13/2023,23,13.8,21.114,43.194,22.356,21.114,32.246,31.004,26.036,30.682,33.074,34.362,43.194
282942,THER AD IVP SAME MED,96376,609,2/13/2023,304.5,182.7,279.531,571.851,295.974,279.531,426.909,410.466,344.694,406.203,437.871,454.923,571.851
1217007,ASPIRIN 325MG DR TAB,,11,2/13/2023,5.5,3.3,5.049,10.329,5.346,5.049,7.711,7.414,6.226,7.337,7.909,8.217,10.329
1316411,HUMAN EPI PROTEIN 4,86305,153,2/13/2023,76.5,45.9,70.227,143.667,74.358,70.227,107.253,103.122,86.598,102.051,110.007,114.291,143.667
1210170,CISPLAT POW/SOL 10MG,J9060,22,2/13/2023,11,6.6,10.098,20.658,10.692,10.098,15.422,14.828,12.452,14.674,15.818,16.434,20.658
1217324,CIPROFLOXACI 500MGTB,,13,2/13/2023,6.5,3.9,5.967,12.207,6.318,5.967,9.113,8.762,7.358,8.671,9.347,9.711,12.207
1215501,REMDESIVIR 1MG INJ,J0248,6.5,2/13/2023,3.25,1.95,2.9835,6.1035,3.159,2.9835,4.5565,4.381,3.679,4.3355,4.6735,4.8555,6.1035
1314358,LIPASE,83690,234,2/13/2023,117,70.2,107.406,219.726,113.724,107.406,164.034,157.716,132.444,156.078,168.246,174.798,219.726
1217308,CHLORHEXIN.12% 473ML,,39,2/13/2023,19.5,11.7,17.901,36.621,18.954,17.901,27.339,26.286,22.074,26.013,28.041,29.133,36.621
1127151,PACU PHASE 1 IN 15MN,,2203,2/13/2023,1101.5,660.9,1011.177,2068.617,1070.658,1011.177,1544.303,1484.822,1246.898,1469.401,1583.957,1645.641,2068.617
1691249,IR-TC PLC STN ART IN,SURG,49653,2/13/2023,24826.5,14895.9,22790.727,46624.167,24131.358,22790.727,34806.753,33466.122,28103.598,33118.551,35700.507,37090.791,46624.167
1140162,PACU LEV 2 INI 15 MN,,2203,2/13/2023,1101.5,660.9,1011.177,2068.617,1070.658,1011.177,1544.303,1484.822,1246.898,1469.401,1583.957,1645.641,2068.617
2893018,Q10247 HD MUT AN,81271,588,2/13/2023,294,176.4,269.892,552.132,285.768,269.892,412.188,396.312,332.808,392.196,422.772,439.236,552.132
1413069,CATH URETERAL 3,C1758,3244,2/13/2023,1622,973.2,1488.996,3046.116,1576.584,1488.996,2274.044,2186.456,1836.104,2163.748,2332.436,2423.268,3046.116
1641054,MR-BRAIN WWO,70553,6842,2/13/2023,3421,2052.6,3140.478,6424.638,3325.212,3140.478,4796.242,4611.508,3872.572,4563.614,4919.398,5110.974,6424.638
1533133,SQ INFUSION EA AD HR,96370,258,2/13/2023,129,77.4,118.422,242.262,125.388,118.422,180.858,173.892,146.028,172.086,185.502,192.726,242.262
8061162,MODSED SAME ADD15MIN,99153,315,2/13/2023,157.5,94.5,144.585,295.785,153.09,144.585,220.815,212.31,178.29,210.105,226.485,235.305,295.785
1213566,K PHOS DI 3MM/ML 5ML,,92,2/13/2023,46,27.6,42.228,86.388,44.712,42.228,64.492,62.008,52.072,61.364,66.148,68.724,86.388
1533131,BLD DRAW CENTRAL LN,36592,432,2/13/2023,216,129.6,198.288,405.648,209.952,198.288,302.832,291.168,244.512,288.144,310.608,322.704,405.648
1631507,CTA-UPPER EXT BI,73206,7455,2/13/2023,3727.5,2236.5,3421.845,7000.245,3623.13,3421.845,5225.955,5024.67,4219.53,4972.485,5360.145,5568.885,7000.245
7212212,"FOMEPIZOLE, 15 MG",J1451,41,2/13/2023,20.5,12.3,18.819,38.499,19.926,18.819,28.741,27.634,23.206,27.347,29.479,30.627,38.499
1218635,METHENAM HIPP 1GM TB,,11,2/13/2023,5.5,3.3,5.049,10.329,5.346,5.049,7.711,7.414,6.226,7.337,7.909,8.217,10.329
1641042,MRA-CHEST WWO,C8911,2840,2/13/2023,1420,852,1303.56,2666.76,1380.24,1303.56,1990.84,1914.16,1607.44,1894.28,2041.96,2121.48,2666.76
2891766,GALACTOSE,82760,83,2/13/2023,41.5,24.9,38.097,77.937,40.338,38.097,58.183,55.942,46.978,55.361,59.677,62.001,77.937
8061121,IR-REMVLOBSTR VENOUS,75901,2801,2/13/2023,1400.5,840.3,1285.659,2630.139,1361.286,1285.659,1963.501,1887.874,1585.366,1868.267,2013.919,2092.347,2630.139
1218439,SPIRONOLACTO 100MGTB,,11,2/13/2023,5.5,3.3,5.049,10.329,5.346,5.049,7.711,7.414,6.226,7.337,7.909,8.217,10.329
7210262,LANSOPRAZOL 30MG ODT,,59,2/13/2023,29.5,17.7,27.081,55.401,28.674,27.081,41.359,39.766,33.394,39.353,42.421,44.073,55.401
1061751,CC-RV IVL TIB PER,SURG,30774,2/13/2023,15387,9232.2,14125.266,28896.786,14956.164,14125.266,21572.574,20741.676,17418.084,20526.258,22126.506,22988.178,28896.786
1212270,AMIODARONE 30MG INJ,J0283,20,2/13/2023,10,6,9.18,18.78,9.72,9.18,14.02,13.48,11.32,13.34,14.38,14.94,18.78
1217246,HALOPERIDOL 5MG TAB,,11,2/13/2023,5.5,3.3,5.049,10.329,5.346,5.049,7.711,7.414,6.226,7.337,7.909,8.217,10.329
7210552,ESOMEPRAZOLE 40MG IV,,241,2/13/2023,120.5,72.3,110.619,226.299,117.126,110.619,168.941,162.434,136.406,160.747,173.279,180.027,226.299
1581029,BR-PLC LOC DVCE 1ST,MANUL,5110,2/13/2023,2555,1533,2345.49,4798.29,2483.46,2345.49,3582.11,3444.14,2892.26,3408.37,3674.09,3817.17,4798.29
1061917,IR-ANG PULMONARY BI,75743,13437,2/13/2023,6718.5,4031.1,6167.583,12617.343,6530.382,6167.583,9419.337,9056.538,7605.342,8962.479,9661.203,10037.439,12617.343
1315341,AQUAPORIN-4 AB ELISA,86051,108,2/13/2023,54,32.4,49.572,101.412,52.488,49.572,75.708,72.792,61.128,72.036,77.652,80.676,101.412
1630029,CT-THORCNT W TUB IMG,32557,4644,2/13/2023,2322,1393.2,2131.596,4360.716,2256.984,2131.596,3255.444,3130.056,2628.504,3097.548,3339.036,3469.068,4360.716
1061507,CC-R HRT ART-GRF ANG,93457,77275,2/13/2023,38637.5,23182.5,35469.225,72561.225,37555.65,35469.225,54169.775,52083.35,43737.65,51542.425,55560.725,57724.425,72561.225
1815024,PT RE-EVAL-VISIT PTA,97164,383,2/13/2023,191.5,114.9,175.797,359.637,186.138,175.797,268.483,258.142,216.778,255.461,275.377,286.101,359.637
1410001,OTH STER SUPP LVL 1,,302,2/13/2023,151,90.6,138.618,283.578,146.772,138.618,211.702,203.548,170.932,201.434,217.138,225.594,283.578
1061533,IC-TRL PERI ATH ILIA,SURG,86353,2/13/2023,43176.5,25905.9,39636.027,81085.467,41967.558,39636.027,60533.453,58201.922,48875.798,57597.451,62087.807,64505.691,81085.467
7212137,FLUCONAZOL 200MG INJ,J1450,47,2/13/2023,23.5,14.1,21.573,44.133,22.842,21.573,32.947,31.678,26.602,31.349,33.793,35.109,44.133
1211186,PHENYLEPHRIN 1ML INJ,J2370,5.3,2/13/2023,2.65,1.59,2.4327,4.9767,2.5758,2.4327,3.7153,3.5722,2.9998,3.5351,3.8107,3.9591,4.9767
1314434,"POTASSIUM, URINE",84133,175,2/13/2023,87.5,52.5,80.325,164.325,85.05,80.325,122.675,117.95,99.05,116.725,125.825,130.725,164.325
1210925,TENECTEPLASE 1MG INJ,J3101,448,2/13/2023,224,134.4,205.632,420.672,217.728,205.632,314.048,301.952,253.568,298.816,322.112,334.656,420.672
7210630,PREDNISONE 1MG ORAL,J7512,11,2/13/2023,5.5,3.3,5.049,10.329,5.346,5.049,7.711,7.414,6.226,7.337,7.909,8.217,10.329
1314306,"HEAVY METALS, QUANT",83018,151,2/13/2023,75.5,45.3,69.309,141.789,73.386,69.309,105.851,101.774,85.466,100.717,108.569,112.797,141.789
1533132,SQ INFUSION INI 1 HR,96369,901,2/13/2023,450.5,270.3,413.559,846.039,437.886,413.559,631.601,607.274,509.966,600.967,647.819,673.047,846.039
1693869,S-BIOPSY NECK/CHEST,SURG,5727,2/13/2023,2863.5,1718.1,2628.693,5377.653,2783.322,2628.693,4014.627,3859.998,3241.482,3819.909,4117.713,4278.069,5377.653
1719010,BRONCHO/LAVAGE WO-FL,SURG,7203,2/13/2023,3601.5,2160.9,3306.177,6763.617,3500.658,3306.177,5049.303,4854.822,4076.898,4804.401,5178.957,5380.641,6763.617
1610143,IR-ARTHGRM BI HIP DR,73525,4937,2/13/2023,2468.5,1481.1,2266.083,4635.843,2399.382,2266.083,3460.837,3327.538,2794.342,3292.979,3549.703,3687.939,4635.843
7212105,TERBUTALINE 1MG INJ,J3105,47,2/13/2023,23.5,14.1,21.573,44.133,22.842,21.573,32.947,31.678,26.602,31.349,33.793,35.109,44.133
1217318,CILOSTAZOL 100MG TAB,,11,2/13/2023,5.5,3.3,5.049,10.329,5.346,5.049,7.711,7.414,6.226,7.337,7.909,8.217,10.329
1693861,S-N BLOC INJ LUMBAR,SURG,3342,2/13/2023,1671,1002.6,1533.978,3138.138,1624.212,1533.978,2342.742,2252.508,1891.572,2229.114,2402.898,2496.474,3138.138
8061048,S-ABDOMEN 3RD ORDER,36247,2801,2/13/2023,1400.5,840.3,1285.659,2630.139,1361.286,1285.659,1963.501,1887.874,1585.366,1868.267,2013.919,2092.347,2630.139
1621553,US-ULTRASOUND UNLSTD,76999,839,2/13/2023,419.5,251.7,385.101,787.821,407.754,385.101,588.139,565.486,474.874,559.613,603.241,626.733,787.821
1631543,CT-LUMB SPINE WWO,72133,5411,2/13/2023,2705.5,1623.3,2483.649,5080.929,2629.746,2483.649,3793.111,3647.014,3062.626,3609.137,3890.509,4042.017,5080.929
1321071,CHROMOSOME CT ADDITI,88285,106,2/13/2023,53,31.8,48.654,99.534,51.516,48.654,74.306,71.444,59.996,70.702,76.214,79.182,99.534
1612483,FL-MOD BA SWALLOW,74230,1399,2/13/2023,699.5,419.7,642.141,1313.661,679.914,642.141,980.699,942.926,791.834,933.133,1005.881,1045.053,1313.661
1217406,DILTIAZE 180MG SR CP,,11,2/13/2023,5.5,3.3,5.049,10.329,5.346,5.049,7.711,7.414,6.226,7.337,7.909,8.217,10.329
1660070,UE-WRIST 2V DR,73100,537,2/13/2023,268.5,161.1,246.483,504.243,260.982,246.483,376.437,361.938,303.942,358.179,386.103,401.139,504.243
1316422,HEXAGONAL PHOSPHOLIP,85598,132,2/13/2023,66,39.6,60.588,123.948,64.152,60.588,92.532,88.968,74.712,88.044,94.908,98.604,123.948
7211934,FOSPHENYTOIN 50MG,Q2009,23,2/13/2023,11.5,6.9,10.557,21.597,11.178,10.557,16.123,15.502,13.018,15.341,16.537,17.181,21.597
1213971,VEDOLIZUMAB 1MG INJ,J3380,81,2/13/2023,40.5,24.3,37.179,76.059,39.366,37.179,56.781,54.594,45.846,54.027,58.239,60.507,76.059
7212170,METHYLPRED 80MG INJ,J1040,114,2/13/2023,57,34.2,52.326,107.046,55.404,52.326,79.914,76.836,64.524,76.038,81.966,85.158,107.046
1210822,ALBUMIN 25% 50ML IV,P9047,338,2/13/2023,169,101.4,155.142,317.382,164.268,155.142,236.938,227.812,191.308,225.446,243.022,252.486,317.382
1314103,ADRENOCORT ACTH,82024,382,2/13/2023,191,114.6,175.338,358.698,185.652,175.338,267.782,257.468,216.212,254.794,274.658,285.354,358.698
1212844,FOSCARNET 1000MG,J1455,284,2/13/2023,142,85.2,130.356,266.676,138.024,130.356,199.084,191.416,160.744,189.428,204.196,212.148,266.676
1523161,ADM COV2 VAC (M) 2ND,0012A,59,2/13/2023,29.5,17.7,27.081,55.401,28.674,27.081,41.359,39.766,33.394,39.353,42.421,44.073,55.401
1612484,FL-FNA W IMG 1ST LES,MANUL,1772,2/13/2023,886,531.6,813.348,1663.908,861.192,813.348,1242.172,1194.328,1002.952,1181.924,1274.068,1323.684,1663.908
1824900,PT EVAL- LOW CMP PT,97161,633,2/13/2023,316.5,189.9,290.547,594.387,307.638,290.547,443.733,426.642,358.278,422.211,455.127,472.851,594.387
1314523,VITAMIN K,84597,250,2/13/2023,125,75,114.75,234.75,121.5,114.75,175.25,168.5,141.5,166.75,179.75,186.75,234.75
1217880,PROBENECID 500MG TAB,,12,2/13/2023,6,3.6,5.508,11.268,5.832,5.508,8.412,8.088,6.792,8.004,8.628,8.964,11.268
1213039,APIXABAN 5MG TAB,,39,2/13/2023,19.5,11.7,17.901,36.621,18.954,17.901,27.339,26.286,22.074,26.013,28.041,29.133,36.621
8621125,US-ABSC DRN CATH PLA,75989,12255,2/13/2023,6127.5,3676.5,5625.045,11507.445,5955.93,5625.045,8590.755,8259.87,6936.33,8174.085,8811.345,9154.485,11507.445
1691342,S-RPL PICC W IMG,SURG,2219,2/13/2023,1109.5,665.7,1018.521,2083.641,1078.434,1018.521,1555.519,1495.606,1255.954,1480.073,1595.461,1657.593,2083.641
1061597,IR-VASC EMB-OCC BLED,SURG,56652,2/13/2023,28326,16995.6,26003.268,53196.228,27532.872,26003.268,39713.052,38183.448,32065.032,37786.884,40732.788,42319.044,53196.228
1211520,PRASUGREL 10MG TAB,,69,2/13/2023,34.5,20.7,31.671,64.791,33.534,31.671,48.369,46.506,39.054,46.023,49.611,51.543,64.791
1218109,NORTRIPTYLIN 25MG CP,,11,2/13/2023,5.5,3.3,5.049,10.329,5.346,5.049,7.711,7.414,6.226,7.337,7.909,8.217,10.329
7211601,MICONAZ VAG 200MGSUP,,91,2/13/2023,45.5,27.3,41.769,85.449,44.226,41.769,63.791,61.334,51.506,60.697,65.429,67.977,85.449
1691341,S-IN PICC W IMG GT5Y,SURG,4025,2/13/2023,2012.5,1207.5,1847.475,3779.475,1956.15,1847.475,2821.525,2712.85,2278.15,2684.675,2893.975,3006.675,3779.475
1211396,SOD HYPOC.125% 480ML,,72,2/13/2023,36,21.6,33.048,67.608,34.992,33.048,50.472,48.528,40.752,48.024,51.768,53.784,67.608
1414525,EMBOLIZ PROTECT SYS1,C1884,11234,2/13/2023,5617,3370.2,5156.406,10548.726,5459.724,5156.406,7875.034,7571.716,6358.444,7493.078,8077.246,8391.798,10548.726
8650014,TC99M SESTA - DOSE,A9500,1355,2/13/2023,677.5,406.5,621.945,1272.345,658.53,621.945,949.855,913.27,766.93,903.785,974.245,1012.185,1272.345
1317108,PTEN GENE FULL SEQ,81321,1367,2/13/2023,683.5,410.1,627.453,1283.613,664.362,627.453,958.267,921.358,773.722,911.789,982.873,1021.149,1283.613
1417076,VENA CAVA FILTER 2,C1880,13084,2/13/2023,6542,3925.2,6005.556,12285.876,6358.824,6005.556,9171.884,8818.616,7405.544,8727.028,9407.396,9773.748,12285.876
8711010,OXYGEN PER SHIFT,,756,2/13/2023,378,226.8,347.004,709.884,367.416,347.004,529.956,509.544,427.896,504.252,543.564,564.732,709.884
1610110,FL-UCG VOIDING,74455,1490,2/13/2023,745,447,683.91,1399.11,724.14,683.91,1044.49,1004.26,843.34,993.83,1071.31,1113.03,1399.11
1213721,CHLORPROMAZIN 25MGTB,,8,2/13/2023,4,2.4,3.672,7.512,3.888,3.672,5.608,5.392,4.528,5.336,5.752,5.976,7.512
1413236,SEALANT PULMNRY LIQD,C2615,6562,2/13/2023,3281,1968.6,3011.958,6161.718,3189.132,3011.958,4599.962,4422.788,3714.092,4376.854,4718.078,4901.814,6161.718
1690005,FL-CAVERNOSOGRAPH DR,74445,591,2/13/2023,295.5,177.3,271.269,554.949,287.226,271.269,414.291,398.334,334.506,394.197,424.929,441.477,554.949
1314761,"CHROMO, SUBSTR,ASSAY",85130,44,2/13/2023,22,13.2,20.196,41.316,21.384,20.196,30.844,29.656,24.904,29.348,31.636,32.868,41.316
1212399,SODIUM CITR 4% 500ML,,47,2/13/2023,23.5,14.1,21.573,44.133,22.842,21.573,32.947,31.678,26.602,31.349,33.793,35.109,44.133
1693793,S-ASP/INJ RENL CYST,SURG,1938,2/13/2023,969,581.4,889.542,1819.782,941.868,889.542,1358.538,1306.212,1096.908,1292.646,1393.422,1447.686,1819.782
1314674,"EPSTEIN-BARR AB, EA",86663,98,2/13/2023,49,29.4,44.982,92.022,47.628,44.982,68.698,66.052,55.468,65.366,70.462,73.206,92.022
1315133,CCP ANTIBODY,86200,424,2/13/2023,212,127.2,194.616,398.136,206.064,194.616,297.224,285.776,239.984,282.808,304.856,316.728,398.136
1824957,THER ACTVT-15MIN PT,97530,323,2/13/2023,161.5,96.9,148.257,303.297,156.978,148.257,226.423,217.702,182.818,215.441,232.237,241.281,303.297
1217140,TOLTERODINE 2MG TAB,,31,2/13/2023,15.5,9.3,14.229,29.109,15.066,14.229,21.731,20.894,17.546,20.677,22.289,23.157,29.109
2896110,COVID19 AB,86769,216,2/13/2023,108,64.8,99.144,202.824,104.976,99.144,151.416,145.584,122.256,144.072,155.304,161.352,202.824
2070222,PROC WND CARE SIMPLE,SURG,215,2/13/2023,107.5,64.5,98.685,201.885,104.49,98.685,150.715,144.91,121.69,143.405,154.585,160.605,201.885
1217071,BUMETANIDE 1MG/4ML,,47,2/13/2023,23.5,14.1,21.573,44.133,22.842,21.573,32.947,31.678,26.602,31.349,33.793,35.109,44.133
1913285,ADM COV2 VAC (P) 1ST,0001A,60,2/13/2023,30,18,27.54,56.34,29.16,27.54,42.06,40.44,33.96,40.02,43.14,44.82,56.34
1218225,PROPRANOLOL 1MG/ML,J1800,47,2/13/2023,23.5,14.1,21.573,44.133,22.842,21.573,32.947,31.678,26.602,31.349,33.793,35.109,44.133
